response	cell_type	term	estimate	statistic	p.value
cg25320798	Eos	Eos_proportion	-0.06961390032957444	-1.0028843610919713	0.3162904247979385
cg25320798	Eos	disease:Eos_proportion	0.010377164992419304	0.11696242530848945	0.9069260142231659
cg21470600	CD4.	(Intercept)	0.42283496946472676	31.2341719706435	1.9698256561964722e-131
cg21470600	CD4.	disease	-0.03197604313794024	-3.379666927264135	0.0007692104229139404
cg21470600	CD4.	sexF	0.006388991294810686	1.2933513053928092	0.19634973446600057
cg21470600	CD4.	age	-0.00015177532097948856	-0.7989691723597124	0.4246005785356013
cg21470600	CD4.	smoking_current	-0.0034053607535710962	-0.5866537136185074	0.5576402964366292
cg21470600	CD4.	smoking_ex	0.0032891723148171176	0.5803082989512548	0.561908154843023
cg21470600	CD4.	smoking_occasional	-0.0008385364073204347	-0.10274934984022775	0.9181936447610755
cg21470600	CD4.	CD4._proportion	0.4152179040602446	7.442437395677178	3.1506477576961714e-13
cg21470600	CD4.	disease:CD4._proportion	0.13328392729070443	1.5922370480540575	0.11181836359791608
cg21470600	CD8.	(Intercept)	0.42460149802819536	31.88856892686364	5.654072821027004e-135
cg21470600	CD8.	disease	-0.04257204227484412	-4.9653215541708	8.778050228760997e-07
cg21470600	CD8.	sexF	0.008150228112411208	1.6644648846870516	0.09650224101676595
cg21470600	CD8.	age	-7.092717748206426e-05	-0.3753780373421858	0.7075019851664774
cg21470600	CD8.	smoking_current	0.0024733995228810707	0.4300207337766319	0.6673233039508553
cg21470600	CD8.	smoking_ex	0.007664969397653707	1.3576232136419293	0.17505513097934994
cg21470600	CD8.	smoking_occasional	0.0011512939961674132	0.1419439001570937	0.8871683689913592
cg21470600	CD8.	CD8._proportion	0.41333255451101725	6.675542318958784	5.290936603689199e-11
cg21470600	CD8.	disease:CD8._proportion	0.25408601820502064	2.7673822871014293	0.005811912987780275
cg21470600	mono	(Intercept)	0.49085051060090645	28.977295415085738	4.1543108458417506e-119
cg21470600	mono	disease	-0.06544360588353866	-4.134129567490337	4.030658846178644e-05
cg21470600	mono	sexF	0.010319339637519976	1.8940001544627438	0.05866938900810932
cg21470600	mono	age	-0.00014242374214177832	-0.6843607808718148	0.49399167537312794
cg21470600	mono	smoking_current	0.0016423250811475536	0.25979480112036957	0.7951044537540672
cg21470600	mono	smoking_ex	0.0062189206956199256	1.0056655999334236	0.3149512537550955
cg21470600	mono	smoking_occasional	0.0041666409457890696	0.46792665511358633	0.6399941332913371
cg21470600	mono	mono_proportion	-0.35915575852464887	-2.236061301969279	0.025686860456096455
cg21470600	mono	disease:mono_proportion	0.41886541144468653	1.9702131302505934	0.04923865125781424
cg21470600	Bcells	(Intercept)	0.43632976402740803	28.74636414031241	7.7200532757149495e-118
cg21470600	Bcells	disease	-0.053683295881465004	-4.068606937749363	5.3119042441362596e-05
cg21470600	Bcells	sexF	0.01137959878345027	2.1790331205578664	0.02968815767505226
cg21470600	Bcells	age	-0.0001695040200342517	-0.8398643587078084	0.4012937201832446
cg21470600	Bcells	smoking_current	0.000855989775267837	0.13948366499902418	0.8891112362347056
cg21470600	Bcells	smoking_ex	0.0061639543538109815	1.0250776094226948	0.3057084848470258
cg21470600	Bcells	smoking_occasional	0.002600077079666234	0.29977354357502634	0.7644458806336585
cg21470600	Bcells	Bcells_proportion	0.429300701561203	3.4952976899717236	0.0005057804977028658
cg21470600	Bcells	disease:Bcells_proportion	0.368934197178612	1.9494714152026278	0.05166949970718848
cg21470600	NK	(Intercept)	0.4440921191201483	32.35546082857671	1.7179901988676584e-137
cg21470600	NK	disease	-0.0336530488380048	-3.243727245235471	0.0012402777622555366
cg21470600	NK	sexF	0.016542412106823914	3.1045082877706647	0.0019889026517024393
cg21470600	NK	age	-0.00044197520696327366	-2.1307518239725565	0.03348488549528708
cg21470600	NK	smoking_current	0.008563965072211749	1.372090946331187	0.1705091866786836
cg21470600	NK	smoking_ex	0.007527992821937564	1.24560886647741	0.21335752322745197
cg21470600	NK	smoking_occasional	0.003423363193810553	0.3936922068062025	0.6939376022144454
cg21470600	NK	NK_proportion	0.3374543372164295	4.561873008441411	6.062830059883555e-06
cg21470600	NK	disease:NK_proportion	0.0670209015190015	0.5596672353495972	0.5758995333615513
cg21470600	Nue	(Intercept)	0.6672289265917817	35.002689027124354	1.3586918524788086e-151
cg21470600	Nue	disease	0.0027743921136341217	0.11940678596756715	0.9049900368387895
cg21470600	Nue	sexF	0.013177345218324657	3.0092309483808517	0.002720618847798927
cg21470600	Nue	age	-0.00040502221001181257	-2.386013807995749	0.017317820628238962
cg21470600	Nue	smoking_current	0.004049402396156194	0.7849549712630912	0.43276640618293705
cg21470600	Nue	smoking_ex	0.006034523742756122	1.194439959369712	0.23274226093624495
cg21470600	Nue	smoking_occasional	-0.0017207818576168306	-0.2368995843989803	0.8128094472971333
cg21470600	Nue	Nue_proportion	-0.3487692096222774	-12.457451097059906	4.3152379104924544e-32
cg21470600	Nue	disease:Nue_proportion	-0.008618445800469469	-0.22290850987383098	0.8236768498691094
cg21470600	Eos	(Intercept)	0.4616597707990912	35.952237556823015	1.4186802617561333e-156
cg21470600	Eos	disease	-0.031079431685635647	-6.110749131447418	1.7102404374906866e-09
cg21470600	Eos	sexF	0.011753780983570442	2.22067405311425	0.026717551113150634
cg21470600	Eos	age	-0.00021572584246516135	-1.0551586602127676	0.2917454038521553
cg21470600	Eos	smoking_current	0.001267308585005285	0.20375181501774806	0.8386113195148996
cg21470600	Eos	smoking_ex	0.006203830453629803	1.016517139237482	0.3097619849201723
cg21470600	Eos	smoking_occasional	0.002427461748762358	0.2767202387689524	0.782083035817596
cg21470600	Eos	Eos_proportion	0.649637424260539	4.202900265125021	3.0046761386960322e-05
cg21470600	Eos	disease:Eos_proportion	-0.3143648169645504	-1.5911998702489685	0.11205154494289027
cg06719487	CD4.	(Intercept)	0.07704922902011926	26.31556752252278	2.0318216391372775e-104
cg06719487	CD4.	disease	0.005298438331708166	2.58930021809991	0.009832742879822103
cg06719487	CD4.	sexF	-0.0013430681255115623	-1.2570935408531823	0.20917197283186534
cg06719487	CD4.	age	-0.0001812331036666855	-4.411149063422456	1.203628302369717e-05
cg06719487	CD4.	smoking_current	0.001251090538394171	0.9965355142842985	0.3193614198954104
cg06719487	CD4.	smoking_ex	0.0010503638650227166	0.8568351438654048	0.3918522659599648
cg06719487	CD4.	smoking_occasional	-0.0007473461027608017	-0.42341308627089036	0.6721341765820272
cg06719487	CD4.	CD4._proportion	0.036406292253293206	3.0171778627699446	0.0026512666301175855
cg06719487	CD4.	disease:CD4._proportion	-0.03486272097972883	-1.9256465113929182	0.05458510201958258
cg06719487	CD8.	(Intercept)	0.08023650036299675	27.545727026062767	3.1948532258986858e-111
cg06719487	CD8.	disease	0.0034734822985691507	1.8518966138947672	0.06449462592530536
cg06719487	CD8.	sexF	-0.0011265889330954592	-1.0517175171983486	0.2933206017282812
cg06719487	CD8.	age	-0.00018507418809631302	-4.477450448164796	8.923715287509413e-06
cg06719487	CD8.	smoking_current	0.0014771198522099517	1.1739230010504795	0.24085646934096594
cg06719487	CD8.	smoking_ex	0.0013393281145241082	1.0843876658162663	0.2785956116956346
cg06719487	CD8.	smoking_occasional	-0.00045463392908108433	-0.25622475801455685	0.7978584871151673
cg06719487	CD8.	CD8._proportion	0.01066031071965019	0.7870196185028312	0.43155768135356365
cg06719487	CD8.	disease:CD8._proportion	-0.031161347472044718	-1.5514342405929955	0.1212851376915473
cg06719487	mono	(Intercept)	0.08341147138193127	24.708610354048947	1.6202009577014454e-95
cg06719487	mono	disease	-0.00042974568784007877	-0.1362204554633571	0.8916892471499874
cg06719487	mono	sexF	-0.0013183330747519035	-1.214135587347969	0.22513756552140837
cg06719487	mono	age	-0.00018024538174735	-4.345910758150755	1.6096408610842336e-05
cg06719487	mono	smoking_current	0.0012617225049708562	1.0014957656346561	0.31696043572983895
cg06719487	mono	smoking_ex	0.0011636189075439922	0.9441984494050807	0.34541961179669456
cg06719487	mono	smoking_occasional	-0.0006491332896995462	-0.3657964841001455	0.7146361405099593
cg06719487	mono	mono_proportion	-0.031092810706481577	-0.971347869010372	0.33173694868590375
cg06719487	mono	disease:mono_proportion	0.022597333570145782	0.5333469841163656	0.5939760044974365
cg06719487	Bcells	(Intercept)	0.07936530853591045	25.564888011777025	2.9235179563000045e-100
cg06719487	Bcells	disease	1.8383636720895047e-05	0.006812132637749301	0.9945668399434044
cg06719487	Bcells	sexF	-0.0011639590220420856	-1.0897319254566766	0.2762356984321
cg06719487	Bcells	age	-0.00018286166502800533	-4.429930584611948	1.1062436519783174e-05
cg06719487	Bcells	smoking_current	0.001242823128012621	0.9901687182876734	0.3224606713801994
cg06719487	Bcells	smoking_ex	0.0011686190439886943	0.950200807269966	0.34236393487393824
cg06719487	Bcells	smoking_occasional	-0.0007150985268827026	-0.40310488802736605	0.6870038236398408
cg06719487	Bcells	Bcells_proportion	0.026974590801566826	1.0737978727058524	0.28331235994551957
cg06719487	Bcells	disease:Bcells_proportion	0.02282836866691	0.5897771449538993	0.5555453326441621
cg06719487	NK	(Intercept)	0.0825261378174774	29.495056805235066	5.997167264355941e-122
cg06719487	NK	disease	0.00016142589497831233	0.07632666878655647	0.9391827316985073
cg06719487	NK	sexF	-0.0013171118580885917	-1.2125505142108195	0.225742917060616
cg06719487	NK	age	-0.0001721945723469995	-4.072279816529293	5.2308714809882185e-05
cg06719487	NK	smoking_current	0.001110902619155685	0.8731064461231712	0.3829279846749055
cg06719487	NK	smoking_ex	0.0011497925551456976	0.9332654311792384	0.3510300108904473
cg06719487	NK	smoking_occasional	-0.0005904073496039329	-0.33307250905258984	0.739187118202269
cg06719487	NK	NK_proportion	-0.01802694241293421	-1.1954555731116971	0.23234570895292553
cg06719487	NK	disease:NK_proportion	0.007857217356441036	0.3218633871375084	0.7476598319875929
cg06719487	Nue	(Intercept)	0.08940686176569089	19.237345956997558	1.3331811924773247e-65
cg06719487	Nue	disease	-0.01024085239343487	-1.8077777404746436	0.07110393760899293
cg06719487	Nue	sexF	-0.0011911240052781436	-1.115661210888827	0.264980099579117
cg06719487	Nue	age	-0.00019136043934927	-4.623746691679095	4.549182589889644e-06
cg06719487	Nue	smoking_current	0.00160135948796639	1.273181755637505	0.20340940058070145
cg06719487	Nue	smoking_ex	0.0013993567608016045	1.1360502318959083	0.2563548692985824
cg06719487	Nue	smoking_occasional	-0.0005254862967751078	-0.2967205573994886	0.7667747948145243
cg06719487	Nue	Nue_proportion	-0.01442415744758106	-2.1131448550091974	0.03496948870491854
cg06719487	Nue	disease:Nue_proportion	0.019840019755500437	2.104687175286612	0.035702433668790945
cg06719487	Eos	(Intercept)	0.0806238033142785	31.184447248177197	3.6661031495838474e-131
cg06719487	Eos	disease	0.0021069282932623455	2.05751029528726	0.040036108097386204
cg06719487	Eos	sexF	-0.001205245567606145	-1.1309766616820176	0.25848266874969933
cg06719487	Eos	age	-0.0001861598250187811	-4.522436024979477	7.2682403045135576e-06
cg06719487	Eos	smoking_current	0.0013893362105032415	1.1094234466255697	0.2676584662712578
cg06719487	Eos	smoking_ex	0.0013915207214917511	1.1324403595704409	0.25786755451329424
cg06719487	Eos	smoking_occasional	-0.000643131168711182	-0.36413209699537535	0.715877969206439
cg06719487	Eos	Eos_proportion	0.06605137947336923	2.1224174939100187	0.03418075389760201
cg06719487	Eos	disease:Eos_proportion	-0.10704588229952765	-2.6911111885219263	0.007304876763235928
cg26797159	CD4.	(Intercept)	0.8408167725882767	201.15267562215948	0.0
cg26797159	CD4.	disease	-0.005278352786414069	-1.80681189779579	0.07125463187751942
cg26797159	CD4.	sexF	0.0013569168835629707	0.8896164462838947	0.3740015027376389
cg26797159	CD4.	age	-0.00011374244254059988	-1.9391739140941835	0.05291323779196642
cg26797159	CD4.	smoking_current	0.0010941092518917178	0.6104424625062046	0.5417824464700971
cg26797159	CD4.	smoking_ex	-0.0008158545593790383	-0.46617636130939866	0.64124569075097
cg26797159	CD4.	smoking_occasional	-0.001366073458093539	-0.542121410890794	0.5879209520093177
cg26797159	CD4.	CD4._proportion	-0.008084426672550724	-0.46930339069447596	0.6390104113962256
cg26797159	CD4.	disease:CD4._proportion	0.03725594927075625	1.4414212651770661	0.14994802550354527
cg26797159	CD8.	(Intercept)	0.8361503457147788	204.63609119002422	0.0
cg26797159	CD8.	disease	-0.004342657927745108	-1.6505278830646999	0.0993188251354954
cg26797159	CD8.	sexF	0.0011149355287678247	0.7419915824230288	0.4583608693860317
cg26797159	CD8.	age	-0.0001010823699107305	-1.743315323355617	0.08175210162128076
cg26797159	CD8.	smoking_current	0.0012353048050387063	0.6998639189180905	0.4842630716830335
cg26797159	CD8.	smoking_ex	-0.0007596793473051522	-0.4384736504796241	0.6611888829141181
cg26797159	CD8.	smoking_occasional	-0.00162381077345583	-0.6523944577893066	0.5143777357510262
cg26797159	CD8.	CD8._proportion	0.033884408611185766	1.7833278907029433	0.07500017293124493
cg26797159	CD8.	disease:CD8._proportion	0.04915809625036649	1.7447282591120272	0.08150552881579212
cg26797159	mono	(Intercept)	0.8377270101349815	174.75924138850496	0.0
cg26797159	mono	disease	-0.003273123610445121	-0.7306481707884976	0.4652577571674613
cg26797159	mono	sexF	0.0017723950036637017	1.1495229651427201	0.2507638364359839
cg26797159	mono	age	-0.00011610388439643122	-1.9714170205963248	0.049100563976829416
cg26797159	mono	smoking_current	0.0014356686685078482	0.8025176348146816	0.4225473628800349
cg26797159	mono	smoking_ex	-0.0007326517073939602	-0.41866357103735297	0.6756005333975341
cg26797159	mono	smoking_occasional	-0.0010903700760678708	-0.432707739773229	0.6653708574467205
cg26797159	mono	mono_proportion	0.02599611201392976	0.5719239749783966	0.5675715135649877
cg26797159	mono	disease:mono_proportion	0.01687449962817328	0.2804778986015618	0.7792002616568933
cg26797159	Bcells	(Intercept)	0.8390516654448541	189.9302273193491	0.0
cg26797159	Bcells	disease	-0.004591950840779289	-1.1957519416347488	0.2322300808701759
cg26797159	Bcells	sexF	0.0014810507686773807	0.9744153749922713	0.33021338056353644
cg26797159	Bcells	age	-0.0001114682837958708	-1.897657207857186	0.05818477574782745
cg26797159	Bcells	smoking_current	0.0012332296996747233	0.6904560654122186	0.49015427574108816
cg26797159	Bcells	smoking_ex	-0.0008152194139523566	-0.4658103647990854	0.6415075280249076
cg26797159	Bcells	smoking_occasional	-0.001365371343189139	-0.5408728266453132	0.5887808267025876
cg26797159	Bcells	Bcells_proportion	0.007742521433074965	0.2165919387835529	0.8285944320488949
cg26797159	Bcells	disease:Bcells_proportion	0.04586232301265633	0.8326477417717681	0.4053497180807829
cg26797159	NK	(Intercept)	0.8378474440791368	212.3155145731621	0.0
cg26797159	NK	disease	-0.0051837370861447666	-1.737821385355903	0.08271662441975387
cg26797159	NK	sexF	0.0023547773111129884	1.5370432510570322	0.12477008313292283
cg26797159	NK	age	-0.00014766774412857734	-2.476069664008348	0.01353772609908829
cg26797159	NK	smoking_current	0.002215978342402695	1.23485447757686	0.21733154655234158
cg26797159	NK	smoking_ex	-0.0006983928843952896	-0.40192457250799385	0.6878718626984217
cg26797159	NK	smoking_occasional	-0.0012826400878368546	-0.5130396234763182	0.6080981868183322
cg26797159	NK	NK_proportion	0.029597349828042768	1.3916283280360089	0.16451174844859
cg26797159	NK	disease:NK_proportion	0.05663452603697068	1.6449138057622223	0.10047181121425552
cg26797159	Nue	(Intercept)	0.8484273086143068	130.37286127801246	0.0
cg26797159	Nue	disease	0.01708724428703904	2.154166215898165	0.031594568719149695
cg26797159	Nue	sexF	0.0016913157988033157	1.1313534782311228	0.25832421547864376
cg26797159	Nue	age	-0.00012491938304226262	-2.1556088547744365	0.03148116153033515
cg26797159	Nue	smoking_current	0.0011499478650162116	0.652947066011064	0.5140216309913628
cg26797159	Nue	smoking_ex	-0.0010852430085181606	-0.6292081438445755	0.5294342082937018
cg26797159	Nue	smoking_occasional	-0.0018993711553382045	-0.7659392642479895	0.4439909165985273
cg26797159	Nue	Nue_proportion	-0.014913204989070629	-1.5602998114745845	0.11917652021087256
cg26797159	Nue	disease:Nue_proportion	-0.027406837317364468	-2.076359888333347	0.03825368814292944
cg26797159	Eos	(Intercept)	0.8394667959918715	228.51575797128652	0.0
cg26797159	Eos	disease	-0.0020488843528156057	-1.4081456220097859	0.15956678577140684
cg26797159	Eos	sexF	0.0015552425835429172	1.0271032437403589	0.30475450084164124
cg26797159	Eos	age	-0.00011623592624197518	-1.9873058560288384	0.047308416511029204
cg26797159	Eos	smoking_current	0.0011099025698568452	0.6237530808632367	0.5330089213419253
cg26797159	Eos	smoking_ex	-0.0009970497204517146	-0.5710581562555701	0.568157904961571
cg26797159	Eos	smoking_occasional	-0.0014304940288589066	-0.5700111033232274	0.5688674282921842
cg26797159	Eos	Eos_proportion	0.03785502471218512	0.8560720542693051	0.39227387768627353
cg26797159	Eos	disease:Eos_proportion	0.048970153629314936	0.8664250576909058	0.386577302950176
cg20945232	CD4.	(Intercept)	0.26234842072429776	15.005653468877947	6.514560730545896e-44
cg20945232	CD4.	disease	0.011455749734186336	0.9375405418751266	0.3488293340434172
cg20945232	CD4.	sexF	-0.0054921480958444605	-0.8608823575983847	0.38962076544972835
cg20945232	CD4.	age	0.00012930828162201316	0.5270751754598133	0.5983214967385656
cg20945232	CD4.	smoking_current	-0.0006254341084706554	-0.08342911153271806	0.9335360673898785
cg20945232	CD4.	smoking_ex	0.00240700709632746	0.328826556763323	0.7423928658731862
cg20945232	CD4.	smoking_occasional	-0.004706432549635086	-0.44654615781578844	0.6553517378913684
cg20945232	CD4.	CD4._proportion	0.0888131324104439	1.2326326436515962	0.21815917967838683
cg20945232	CD4.	disease:CD4._proportion	-0.009934379882926447	-0.09189419248834597	0.9268104624774267
cg20945232	CD8.	(Intercept)	0.28865397489300004	16.70276863448245	2.3005939473295405e-52
cg20945232	CD8.	disease	-0.008647407242412862	-0.7770808767146301	0.43739419721279693
cg20945232	CD8.	sexF	-0.004039454095676979	-0.6356015764051907	0.5252601894094135
cg20945232	CD8.	age	0.00011060364880576969	0.45100676016302166	0.652135324393507
cg20945232	CD8.	smoking_current	-0.0005879807074907915	-0.0787617967857866	0.9372463689479809
cg20945232	CD8.	smoking_ex	0.0017771651267735433	0.24252361208340825	0.8084510846283515
cg20945232	CD8.	smoking_occasional	-0.004484721394338491	-0.42601351592313097	0.6702392449143305
cg20945232	CD8.	CD8._proportion	-0.16646673867399225	-2.0714374697410403	0.038712502716494644
cg20945232	CD8.	disease:CD8._proportion	0.17255464142156046	1.4480129648996878	0.14809632948685456
cg20945232	mono	(Intercept)	0.276232476814137	13.855904234443694	1.96616057064628e-38
cg20945232	mono	disease	0.04134916519786144	2.2193977603184547	0.026804627527855784
cg20945232	mono	sexF	-0.006848495606663683	-1.0680087711590036	0.2859136488994503
cg20945232	mono	age	0.00012655670465998927	0.5167011318750583	0.6055408271593459
cg20945232	mono	smoking_current	-5.8582343507295256e-05	-0.007873894762104422	0.9937200255137466
cg20945232	mono	smoking_ex	0.0030604245180373838	0.42050559923809044	0.674255335307308
cg20945232	mono	smoking_occasional	-0.005095090684914729	-0.4861778405832107	0.6270051965202552
cg20945232	mono	mono_proportion	-0.03612611859852477	-0.1911057301456663	0.8485025266577058
cg20945232	mono	disease:mono_proportion	-0.4600791465281986	-1.8387504546543116	0.06640862612222247
cg20945232	Bcells	(Intercept)	0.2523193303229733	13.691183619152643	1.1482306861745285e-37
cg20945232	Bcells	disease	0.015053028740827921	0.9396212780115473	0.34776142930316845
cg20945232	Bcells	sexF	-0.004760944115041712	-0.7508485616664725	0.4530159484361467
cg20945232	Bcells	age	0.0001170900844927764	0.4778280675632203	0.6329334756391627
cg20945232	Bcells	smoking_current	-0.0002118840503785419	-0.028436453235260797	0.9773227923017731
cg20945232	Bcells	smoking_ex	0.00308300568107444	0.42227371275370823	0.672965096608233
cg20945232	Bcells	smoking_occasional	-0.0037667349750726484	-0.3576798968802847	0.7206991685892854
cg20945232	Bcells	Bcells_proportion	0.2832335970069597	1.899283204852961	0.05797038033495294
cg20945232	Bcells	disease:Bcells_proportion	-0.07455852847194017	-0.32447980711389207	0.7456793624615284
cg20945232	NK	(Intercept)	0.2788928168817323	16.771875378536546	1.0226405592687666e-52
cg20945232	NK	disease	-9.816337103216383e-05	-0.0078097863188729445	0.9937711553762356
cg20945232	NK	sexF	-0.005176343744648301	-0.8018384373394517	0.4229399091602597
cg20945232	NK	age	0.00017608149602925643	0.7006779568954848	0.4837551355669033
cg20945232	NK	smoking_current	-0.0007326376871806411	-0.09688734184594852	0.9228457727033789
cg20945232	NK	smoking_ex	0.0027276339001542707	0.37252750911182436	0.7096217537813916
cg20945232	NK	smoking_occasional	-0.003752511224639075	-0.35620139452000893	0.7218055091867199
cg20945232	NK	NK_proportion	-0.09661595202758526	-1.078069573707609	0.2814032377983495
cg20945232	NK	disease:NK_proportion	0.07823383186357928	0.5392423518705886	0.5899045770481663
cg20945232	Nue	(Intercept)	0.26991143143189195	9.736906425907671	5.28433615702648e-21
cg20945232	Nue	disease	0.009730237913517032	0.287976998722766	0.7734562838329198
cg20945232	Nue	sexF	-0.004593006691547735	-0.7212699663785007	0.47100317604252195
cg20945232	Nue	age	0.0001253575963775863	0.5078295219097416	0.6117454449281579
cg20945232	Nue	smoking_current	0.00024885382119047613	0.03317197252504327	0.9735476475937397
cg20945232	Nue	smoking_ex	0.0029667275065962877	0.4038054316655055	0.6864888185086344
cg20945232	Nue	smoking_occasional	-0.0039121231354615005	-0.3703600811530822	0.7112350513516545
cg20945232	Nue	Nue_proportion	0.00377273765231749	0.09266608916875582	0.9261974349889601
cg20945232	Nue	disease:Nue_proportion	-0.0042460282448566035	-0.07551856816201388	0.9398253966055208
cg20945232	Eos	(Intercept)	0.2700836446631285	17.505840654101167	1.7235863616546335e-56
cg20945232	Eos	disease	0.010003360658656158	1.6369978360048743	0.10211568775171309
cg20945232	Eos	sexF	-0.004666815297130908	-0.7338522486413416	0.46330381266373744
cg20945232	Eos	age	0.0001130739525839967	0.46031906233796116	0.645441407148796
cg20945232	Eos	smoking_current	0.00015971142818446975	0.021371543786951507	0.9829558419560149
cg20945232	Eos	smoking_ex	0.0032719735594000333	0.4462162304483139	0.6555898947881156
cg20945232	Eos	smoking_occasional	-0.004211545145834653	-0.39958647626029103	0.6895925847479721
cg20945232	Eos	Eos_proportion	0.22124097713423846	1.1913089616316292	0.23396780435952347
cg20945232	Eos	disease:Eos_proportion	-0.23954560172742176	-1.0091594548082063	0.3132742575857198
cg08164371	CD4.	(Intercept)	0.2174524427649722	30.338964352553546	1.4593264553490513e-126
cg08164371	CD4.	disease	0.004892163119008466	0.9766241764393714	0.329119129750694
cg08164371	CD4.	sexF	-0.011686722418883485	-4.468423214358046	9.2968629416124e-06
cg08164371	CD4.	age	-0.0002779051449983261	-2.76313949833967	0.005887098769536378
cg08164371	CD4.	smoking_current	-0.0013584861878123574	-0.4420295324378576	0.6586150902083063
cg08164371	CD4.	smoking_ex	0.001562699452860632	0.5207448415559114	0.6027221454189846
cg08164371	CD4.	smoking_occasional	0.005820642517410244	1.347117405725851	0.1784125811294228
cg08164371	CD4.	CD4._proportion	0.0675466503285507	2.2867584703853847	0.02253106909662714
cg08164371	CD4.	disease:CD4._proportion	-0.05141549868437167	-1.1601158421833433	0.2464282335903998
cg08164371	CD8.	(Intercept)	0.22638955387503001	31.825178953162553	1.243893438664164e-134
cg08164371	CD8.	disease	0.00047497854619192023	0.10369500833564689	0.9174434226326005
cg08164371	CD8.	sexF	-0.011065999460287173	-4.230156947298799	2.6713717412531908e-05
cg08164371	CD8.	age	-0.00028897171486939253	-2.8626778650789992	0.004336255445111523
cg08164371	CD8.	smoking_current	-0.0009406724324944666	-0.3061219724789953	0.7596099521271529
cg08164371	CD8.	smoking_ex	0.0019491637383045144	0.6462166094786176	0.5183675212246373
cg08164371	CD8.	smoking_occasional	0.006426549649835863	1.4830962076003549	0.13853428113716515
cg08164371	CD8.	CD8._proportion	-0.011438162312294714	-0.34578341524104106	0.7296175455703979
cg08164371	CD8.	disease:CD8._proportion	-0.03851013310500055	-0.7850989060230221	0.43268207754011945
cg08164371	mono	(Intercept)	0.22087833791718406	26.795275555018435	4.4952742563292314e-107
cg08164371	mono	disease	0.001885967888276995	0.2448204307636903	0.8066728593998642
cg08164371	mono	sexF	-0.010952109683973756	-4.130687960642787	4.08990545592257e-05
cg08164371	mono	age	-0.00028904642159028465	-2.8540844442271864	0.00445378280146323
cg08164371	mono	smoking_current	-0.0008748768077384062	-0.2843902710746445	0.7762020280852115
cg08164371	mono	smoking_ex	0.001956820606516244	0.6502585779345917	0.5157553200490039
cg08164371	mono	smoking_occasional	0.00617723218446466	1.4255489483496755	0.15447934772418362
cg08164371	mono	mono_proportion	0.06306784077982369	0.8068732817956765	0.42003508033489056
cg08164371	mono	disease:mono_proportion	-0.05435289920262383	-0.5253611150201528	0.5995116140768186
cg08164371	Bcells	(Intercept)	0.2236157344364884	29.517927132601617	4.4940607431079975e-122
cg08164371	Bcells	disease	0.00900312386768138	1.3671469666329847	0.17205256955002995
cg08164371	Bcells	sexF	-0.011284192004216029	-4.329350651147061	1.7318722200846593e-05
cg08164371	Bcells	age	-0.00029011223023416515	-2.880120117006345	0.004106330602777719
cg08164371	Bcells	smoking_current	-0.0007651251540131359	-0.2498058859125858	0.8028165153723483
cg08164371	Bcells	smoking_ex	0.002103818848060981	0.7010049571348116	0.48355117848592954
cg08164371	Bcells	smoking_occasional	0.00675271233319465	1.559914309110514	0.11926760660261466
cg08164371	Bcells	Bcells_proportion	0.024949660553057338	0.40700770143392645	0.6841365280904517
cg08164371	Bcells	disease:Bcells_proportion	-0.17499237493563086	-1.8526888944221755	0.06438074799233513
cg08164371	NK	(Intercept)	0.22996488181656827	33.75527314260609	5.4995949404020915e-145
cg08164371	NK	disease	-0.003946038380290475	-0.766278784116152	0.44378905646857425
cg08164371	NK	sexF	-0.012086598935520849	-4.569868283658952	5.8430227858726885e-06
cg08164371	NK	age	-0.00023328068519578207	-2.2657882843612347	0.023792947906964925
cg08164371	NK	smoking_current	-0.0021333492132180124	-0.68861352263052	0.4913125853225102
cg08164371	NK	smoking_ex	0.0016951411384275052	0.5650852116302735	0.5722110831189844
cg08164371	NK	smoking_occasional	0.006273031153859585	1.4534057327676857	0.14659449334843222
cg08164371	NK	NK_proportion	-0.07002314774893971	-1.9071084494257826	0.05694776816597363
cg08164371	NK	disease:NK_proportion	0.008965207881565032	0.15082924780113208	0.8801572805613271
cg08164371	Nue	(Intercept)	0.22932117713139832	20.150021826327855	1.6857918619322174e-70
cg08164371	Nue	disease	-0.015642292038105094	-1.1276293528520553	0.25989319343715883
cg08164371	Nue	sexF	-0.011341035804528617	-4.337955899333534	1.6672902477501657e-05
cg08164371	Nue	age	-0.00028545770446209963	-2.8167006735627793	0.004999461036720372
cg08164371	Nue	smoking_current	-0.0008051300601460218	-0.2614114857500296	0.7938581361045005
cg08164371	Nue	smoking_ex	0.00212376098282571	0.7040958369746037	0.48162564285762655
cg08164371	Nue	smoking_occasional	0.0063979800662976715	1.4753198233505727	0.1406115353753431
cg08164371	Nue	Nue_proportion	-0.007511895050630197	-0.449412740938639	0.6532839858089738
cg08164371	Nue	disease:Nue_proportion	0.022683786916241736	0.9826934648836384	0.3261245177730945
cg08164371	Eos	(Intercept)	0.22560813913902927	35.577868715586426	1.2902288838747083e-154
cg08164371	Eos	disease	-0.0026049902021581355	-1.0371671473160062	0.3000442368951558
cg08164371	Eos	sexF	-0.011194168295485812	-4.282726373311935	2.125449236710997e-05
cg08164371	Eos	age	-0.00028124659774939926	-2.785634568834359	0.005498265632416094
cg08164371	Eos	smoking_current	-0.0011475011340291632	-0.37358850454871817	0.7088324901886445
